ItemID,Percentage1,Percentage2,Percentage3,Percentage4,Percentage5,PercentageHC1,PercentageHC2,PercentageHC3,PercentageHC4,PercentageHC5,,Phase,,Rank,FEPV,FHCEVP,P1max,P2max,P3max,P4max,P5max,P1maxHC,P2maxHC,P3maxHC,P4maxHC,P5maxHC,EPV
34202,,,,,,,,,,,Holy,4,Shoulders,1,240,,191,226,226,240,240,176,176,226,226,226,239.112
21875,,,,,,,,,,,Holy,1,Chest,1,246,,267,310,310,360,360,229,229,310,310,310,245.348
34527,,,,,,,,,,,Holy,4,Waist,1,257,,195,207,207,257,257,162,162,207,207,207,256.625
34562,,,,,,,,,,,Holy,4,Feet,1,257,,190,203,203,257,257,162,162,203,203,208,256.656
30153,,,,,,,,,,,Holy,1,Legs,1,261,,261,279,279,343,343,222,222,279,279,290,260.017
30150,,,,,,,,,,,Holy,1,Chest,1,267,,267,310,310,360,360,229,229,310,310,310,266.907
34342,,,,,,,,,,,Holy,4,Hands,1,273,,192,220,220,273,273,162,162,220,220,220,272.359
34402,,,,,,,,,,,Heal,4,Head,1,273,,194,213,213,273,273,188,188,213,213,225,272.75
34383,,,,,,,,,,,Heal,4,Legs,1,279,,201,218,218,279,279,173,173,218,218,218,279
34383,,,,,,,,,,,Resto,4,Legs,1,293,,191,204,209,293,293,154,154,204,209,209,292.72
34365,,,,,,,,,,,Heal,4,Chest,1,293,,204,223,223,293,293,188,188,223,223,292,293
34402,,,,,,,,,,,Resto,4,Head,1,295,,193,213,213,295,295,187,187,213,213,230,294.63
30152,,,,,,,,,,,Holy,1,Head,1,307,,307,331,331,396,396,290,290,331,331,364,306.119
34170,,,,,,,,,,,Holy,4,Legs,1,343,,261,279,279,343,343,222,222,279,279,290,342.87
34233,,,,,,,,,,,Holy,4,Chest,1,360,,267,310,310,360,360,229,229,310,310,310,359.884
34339,,,,,,,,,,,Holy,4,Head,1,396,,307,331,331,396,396,290,290,331,331,364,395.082
30732,,,,,,,,,,,Tree,1,Two Hand,1,450,,450,516,516,650,650,405,405,516,516,516,449.2
30732,,,,,,,,,,,Tree,1,Two Hand,1,450,,450,516,516,650,650,405,405,516,516,516,449.2
30108,,,,,,,,,,,Tree,1,One Hand,1,455,,455,494,494,584,584,395,395,494,494,494,454.5
30732,,,,,,,,,,,Resto,1,Two Hand,1,455,,455,552,552,690,690,432,432,552,552,552,454.53
30732,,,,,,,,,,,Resto,1,Two Hand,1,455,,455,552,552,690,690,432,432,552,552,552,454.53
30108,,,,,,,,,,,Heal,1,One Hand,1,462,,462,498,498,629,629,393,393,498,498,498,461.25
30108,,,,,,,,,,,Resto,1,One Hand,1,470,,470,503,503,636,636,393,393,503,503,503,469.9
30108,,,,,,,,,,,Holy,1,One Hand,1,508,,508,529,529,659,659,454,454,529,529,529,507.837
30732,,,,,,,,,,,Holy,1,Two Hand,1,511,,606,649,649,834,834,511,511,649,649,649,510.522
34335,,,,,,,,,,,Tree,4,One Hand,1,584,,455,494,494,584,584,395,395,494,494,494,584
29981,,,,,,,,,,,Holy,1,Two Hand,1,606,,606,649,649,834,834,511,511,649,649,649,605.286
34335,,,,,,,,,,,Heal,4,One Hand,1,629,,462,498,498,629,629,393,393,498,498,498,628.05
34335,,,,,,,,,,,Resto,4,One Hand,1,636,,470,503,503,636,636,393,393,503,503,503,635.04
34337,,,,,,,,,,,Tree,4,Two Hand,1,650,,450,516,516,650,650,405,405,516,516,516,649.3
34335,,,,,,,,,,,Holy,4,One Hand,1,659,,508,529,529,659,659,454,454,529,529,529,658.064
34337,,,,,,,,,,,Resto,4,Two Hand,1,690,,455,552,552,690,690,432,432,552,552,552,689.44
34337,,,,,,,,,,,Holy,4,Two Hand,1,834,,606,649,649,834,834,511,511,649,649,649,833.523
28673,,,,,,,,,,,Arc,1,Ranged,2,17,14,21,21,21,26,44,21,21,21,21,26,16.493
28673,,,,,,,,,,,Aff,1,Ranged,2,33,17,33,46,46,46,57,27,27,30,30,32,32.439
29982,,,,,,,,,,,Arc,2,Ranged,2,21,19,21,21,21,26,44,21,21,21,21,26,20.829
29982,,,,,,,,,,,Arc,2,Ranged,2,21,19,21,21,21,26,44,21,21,21,21,26,20.829
28783,,,,,,,,,,,Arc,1,Ranged,2,21,21,21,21,21,26,44,21,21,21,21,26,20.912
29172,,,,,,,,,,,Aff,1,Ring,2,53,22,56,56,85,96,102,46,46,49,78,78,52.134
29172,,,,,,,,,,,Aff,1,Ring,2,53,22,56,56,85,96,102,46,46,49,78,78,52.134
28673,,,,,,,,,,,Fire,1,Ranged,2,40,23,40,58,58,58,67,39,39,42,42,45,39.42
28673,,,,,,,,,,,Dest,1,Ranged,2,40,23,40,55,55,55,72,36,36,38,38,44,39.633
32343,,,,,,,,,,,Aff,3,Ranged,2,43,24,33,46,46,46,57,27,27,30,30,32,42.199
32343,,,,,,,,,,,Aff,3,Ranged,2,43,24,33,46,46,46,57,27,27,30,30,32,42.199
28484,,,,,,,,,,,Prot,1,Chest,2,223,24,223,229,247,273,273,204,204,229,247,273,222.525
32872,,,,,,,,,,,Shad,1,Ranged,2,25,25,25,34,35,35,53,25,25,26,26,31,25
25295,,,,,,,,,,,Shad,1,Ranged,2,25,25,25,34,35,35,53,25,25,26,26,31,25
32343,,,,,,,,,,,Shad,3,Ranged,2,35,25,25,34,35,35,53,25,25,26,26,31,34.9996
33192,,,,,,,,,,,Arc,4,Ranged,2,26,26,21,21,21,26,44,21,21,21,21,26,25.8
29982,,,,,,,,,,,Shad,2,Ranged,2,34,26,25,34,35,35,53,25,25,26,26,31,33.9742
29982,,,,,,,,,,,Shad,2,Ranged,2,34,26,25,34,35,35,53,25,25,26,26,31,33.9742
29381,,,,,,,,,,,Arms,1,Neck,2,45,26,59,59,72,72,80,44,44,54,64,64,44.869
28783,,,,,,,,,,,Aff,1,Ranged,2,27,27,33,46,46,46,57,27,27,30,30,32,26.747
28772,,,,,,,,,,,Fury,1,Ranged,2,30,30,33,34,34,44,69,33,33,34,34,44,29.19
29982,,,,,,,,,,,Aff,2,Ranged,2,46,30,33,46,46,46,57,27,27,30,30,32,45.842
28734,,,,,,,,,,,Owl,1,Off Hand,2,56,30,56,56,81,81,81,49,49,55,61,61,55.04
28734,,,,,,,,,,,Owl,1,Off Hand,2,56,30,56,56,81,81,81,49,49,55,61,61,55.04
29172,,,,,,,,,,,Dest,1,Ring,2,62,30,70,70,101,118,127,61,61,63,101,101,61.536
30738,,,,,,,,,,,Ret,1,Ring,2,35,31,44,44,45,45,57,44,44,44,45,45,34.8248
32343,,,,,,,,,,,Fire,3,Ranged,2,50,31,40,58,58,58,67,39,39,42,42,45,49.75
32343,,,,,,,,,,,Fire,3,Ranged,2,50,31,40,58,58,58,67,39,39,42,42,45,49.75
32343,,,,,,,,,,,Dest,3,Ranged,2,51,31,40,55,55,55,72,36,36,38,38,44,50.977
32343,,,,,,,,,,,Dest,3,Ranged,2,51,31,40,55,55,55,72,36,36,38,38,44,50.977
28766,,,,,,,,,,,Shad,1,Back,2,46,32,47,47,68,68,88,47,47,47,57,57,45.1476
28412,,,,,,,,,,,Aff,1,Off Hand,2,50,32,57,57,82,82,82,48,48,52,57,59,49.01
30724,,,,,,,,,,,Fury,1,Ranged,2,33,33,33,34,34,44,69,33,33,34,34,44,32.24
30724,,,,,,,,,,,Fury,1,Ranged,2,33,33,33,34,34,44,69,33,33,34,34,44,32.24
30724,,,,,,,,,,,Prot,1,Ranged,2,33,33,39,39,42,42,42,39,39,39,42,42,32.816
30684,,,,,,,,,,,Arc,1,Wrist,2,33,33,36,37,60,60,74,36,36,37,60,60,32.863
30105,,,,,,,,,,,Prot,2,Ranged,2,33,33,39,39,42,42,42,39,39,39,42,42,32.874
28603,,,,,,,,,,,Arc,1,Off Hand,2,34,34,37,37,44,49,68,37,37,37,40,49,33.587
29119,,,,,,,,,,,Ret,1,Neck,2,34,34,36,38,45,45,59,34,34,38,39,39,33.7737
32361,,,,,,,,,,,Arc,3,Off Hand,2,39,34,37,37,44,49,68,37,37,37,40,49,38.946
29997,,,,,,,,,,,Ret,2,Ring,2,40,34,44,44,45,45,57,44,44,44,45,45,39.2912
28757,,,,,,,,,,,Arms,1,Ring,2,55,35,56,64,74,74,89,47,47,47,64,69,54.078
29286,,,,,,,,,,,Arc,1,Ring,2,36,36,37,38,66,66,72,37,37,38,66,66,35.405
28783,,,,,,,,,,,Dest,1,Ranged,2,36,36,40,55,55,55,72,36,36,38,38,44,35.483
30684,,,,,,,,,,,Arc,1,Wrist,2,36,36,36,37,60,60,74,36,36,37,60,60,35.639
30685,,,,,,,,,,,Ret,1,Wrist,2,36,36,44,46,51,51,87,44,44,44,51,51,35.6778
23031,,,,,,,,,,,Shad,1,Ring,2,43,36,44,44,72,79,81,38,38,41,72,72,42.1536
23031,,,,,,,,,,,Shad,1,Ring,2,43,36,44,44,72,79,81,38,38,41,72,72,42.1536
30049,,,,,,,,,,,Arc,2,Off Hand,2,37,37,37,37,44,49,68,37,37,37,40,49,36.087
30729,,,,,,,,,,,Ret,1,Back,2,37,37,38,38,42,46,70,38,38,38,39,46,36.312
30735,,,,,,,,,,,Arc,1,Back,2,37,37,37,38,60,60,79,37,37,38,60,60,36.381
28762,,,,,,,,,,,Arc,1,Neck,2,37,37,41,42,50,68,73,41,41,42,50,68,36.479
28797,,,,,,,,,,,Arc,1,Back,2,37,37,37,38,60,60,79,37,37,38,60,60,36.479
29287,,,,,,,,,,,Arc,1,Ring,2,37,37,37,38,66,66,72,37,37,38,66,66,36.568
32323,,,,,,,,,,,Ret,3,Back,2,42,37,38,38,42,46,70,38,38,38,39,46,41.4768
28793,,,,,,,,,,,Owl,1,Ring,2,56,37,61,61,83,87,92,61,61,61,73,73,55.56
28793,,,,,,,,,,,Owl,1,Ring,2,56,37,61,61,83,87,92,61,61,61,73,73,55.56
29994,,,,,,,,,,,Ret,2,Back,2,38,38,38,38,42,46,70,38,38,38,39,46,37.076
30017,,,,,,,,,,,Ret,2,Neck,2,38,38,36,38,45,45,59,34,34,38,39,39,37.1039
30022,,,,,,,,,,,Ret,2,Neck,2,38,38,36,38,45,45,59,34,34,38,39,39,37.4338
30022,,,,,,,,,,,Ret,2,Neck,2,38,38,36,38,45,45,59,34,34,38,39,39,37.4338
33491,,,,,,,,,,,Fury,4,Ranged,2,38,38,33,34,34,44,69,33,33,34,34,44,37.61
29982,,,,,,,,,,,Dest,2,Ranged,2,55,38,40,55,55,55,72,36,36,38,38,44,54.78
28766,,,,,,,,,,,Owl,1,Back,2,60,38,60,60,64,64,90,54,54,54,64,64,59.58
28766,,,,,,,,,,,Owl,1,Back,2,60,38,60,60,64,64,90,54,54,54,64,64,59.58
28734,,,,,,,,,,,Fire,1,Off Hand,2,69,38,76,76,105,105,105,76,76,76,79,79,68.87
28734,,,,,,,,,,,Dest,1,Off Hand,2,70,38,71,71,101,101,103,71,71,71,74,77,69.385
28734,,,,,,,,,,,Dest,1,Off Hand,2,70,38,71,71,101,101,103,71,71,71,74,77,69.385
28783,,,,,,,,,,,Fire,1,Ranged,2,39,39,40,58,58,58,67,39,39,42,42,45,38.434
33122,,,,,,,,,,,Ret,3,Back,2,39,39,38,38,42,46,70,38,38,38,39,46,38.7723
24116,,,,,,,,,,,Shad,1,Neck,2,51,39,51,51,62,62,84,51,51,51,53,62,50.9742
24116,,,,,,,,,,,Shad,1,Neck,2,51,39,51,51,62,62,84,51,51,51,53,62,50.9742
30872,,,,,,,,,,,Arc,3,Off Hand,2,44,40,37,37,44,49,68,37,37,37,40,49,43.577
24121,,,,,,,,,,,Arc,1,Neck,2,41,41,41,42,50,68,73,41,41,42,50,68,40.00548
30906,,,,,,,,,,,Prot,3,Ranged,2,41,41,39,39,42,42,42,39,39,39,42,42,40.275
30906,,,,,,,,,,,Prot,3,Ranged,2,41,41,39,39,42,42,42,39,39,39,42,42,40.275
30906,,,,,,,,,,,Prot,3,Ranged,2,41,41,39,39,42,42,42,39,39,39,42,42,40.275
30738,,,,,,,,,,,Arms,1,Ring,2,56,41,56,64,74,74,89,47,47,47,64,69,55.859
30015,,,,,,,,,,,Arc,2,Neck,2,42,42,41,42,50,68,73,41,41,42,50,68,41.677
29982,,,,,,,,,,,Fire,2,Ranged,2,58,42,40,58,58,58,67,39,39,42,42,45,57.574
32497,,,,,,,,,,,Arms,3,Ring,2,74,42,56,64,74,74,89,47,47,47,64,69,73.203
32331,,,,,,,,,,,Arc,3,Back,2,43,43,37,38,60,60,79,37,37,38,60,60,42.615
32361,,,,,,,,,,,Shad,3,Off Hand,2,62,43,51,51,62,62,73,51,51,51,51,56,61.4528
32361,,,,,,,,,,,Shad,3,Off Hand,2,62,43,51,51,62,62,73,51,51,51,51,56,61.4528
28411,,,,,,,,,,,Aff,1,Wrist,2,44,44,55,55,73,73,91,55,55,55,70,70,43.837
28795,,,,,,,,,,,Ret,1,Wrist,2,44,44,44,46,51,51,87,44,44,44,51,51,43.9432
28757,,,,,,,,,,,Fury,1,Ring,2,56,44,57,65,76,76,97,50,50,54,66,74,55.2
32361,,,,,,,,,,,Aff,3,Off Hand,2,79,44,57,57,82,82,82,48,48,52,57,59,78.327
32361,,,,,,,,,,,Aff,3,Off Hand,2,79,44,57,57,82,82,82,48,48,52,57,59,78.327
25854,,,,,,,,,,,Arc,1,Shoulders,2,45,45,54,63,80,80,99,54,54,63,80,80,44.023
32526,,,,,,,,,,,Ret,3,Ring,2,45,45,44,44,45,45,57,44,44,44,45,45,44.2399
32526,,,,,,,,,,,Ret,3,Ring,2,45,45,44,44,45,45,57,44,44,44,45,45,44.2399
35511,,,,,,,,,,,Prot,1,Neck,2,58,45,59,69,72,96,103,56,56,61,69,81,57.391
32270,,,,,,,,,,,Aff,3,Wrist,2,73,45,55,55,73,73,91,55,55,55,70,70,72.239
33590,,,,,,,,,,,Ret,4,Back,2,46,46,38,38,42,46,70,38,38,38,39,46,45.1253
29992,,,,,,,,,,,Shad,2,Back,2,46,46,47,47,68,68,88,47,47,47,57,57,45.364
29349,,,,,,,,,,,Fury,1,Neck,2,46,46,60,60,74,74,102,47,47,55,69,69,45.73
23206,,,,,,,,,,,Ret,1,Trinket,2,46,46,114,114,114,114,114,114,114,114,114,114,45.795
28545,,,,,,,,,,,Ret,1,Feet,2,50,46,51,55,67,67,112,51,51,55,66,66,49.0055
32351,,,,,,,,,,,Owl,3,Wrist,2,69,46,59,59,73,73,89,59,59,59,69,69,68.64
32351,,,,,,,,,,,Owl,3,Wrist,2,69,46,59,59,73,73,89,59,59,59,69,69,68.64
31856,,,,,,,,,,,Ret,2,Trinket,2,47,47,114,114,114,114,114,114,114,114,114,114,46.172
31856,,,,,,,,,,,Ret,2,Trinket,2,47,47,114,114,114,114,114,114,114,114,114,114,46.172
31856,,,,,,,,,,,Ret,2,Trinket,2,47,47,114,114,114,114,114,114,114,114,114,114,46.172
23537,,,,,,,,,,,Arms,1,Wrist,2,47,47,63,69,71,71,107,63,63,63,63,63,46.24
28603,,,,,,,,,,,Ele,1,Off Hand,2,47,47,49,58,70,70,84,49,49,58,64,64,46.77
31225,,,,,,,,,,,Shad,1,Wrist,2,47,47,59,59,64,64,75,59,59,59,64,64,47
31225,,,,,,,,,,,Shad,1,Wrist,2,47,47,59,59,64,64,75,59,59,59,64,64,47
30037,,,,,,,,,,,Arc,2,Feet,2,51,47,50,53,65,67,94,50,50,53,65,67,50.79
30738,,,,,,,,,,,Fury,1,Ring,2,57,47,57,65,76,76,97,50,50,54,66,74,56.57
23207,,,,,,,,,,,Arc,1,Trinket,2,48,48,62,62,67,67,85,62,62,62,62,62,47.345
23537,,,,,,,,,,,Fury,1,Wrist,2,48,48,65,70,73,73,113,65,65,65,72,72,47.4
30680,,,,,,,,,,,Arc,1,Feet,2,48,48,50,53,65,67,94,50,50,53,65,67,47.561
30870,,,,,,,,,,,Arc,3,Wrist,2,48,48,36,37,60,60,74,36,36,37,60,60,47.883
32580,,,,,,,,,,,Ret,3,Wrist,2,48,48,44,46,51,51,87,44,44,44,51,51,47.9007
32580,,,,,,,,,,,Ret,3,Wrist,2,48,48,44,46,51,51,87,44,44,44,51,51,47.9007
32247,,,,,,,,,,,Shad,3,Ring,2,62,48,44,44,72,79,81,38,38,41,72,72,61.8203
24116,,,,,,,,,,,Aff,1,Neck,2,71,48,71,71,80,80,100,53,53,58,60,68,70.714
24116,,,,,,,,,,,Aff,1,Neck,2,71,48,71,71,80,80,100,53,53,58,60,68,70.714
30626,,,,,,,,,,,Arc,2,Trinket,2,49,49,62,62,67,67,85,62,62,62,62,62,48.103
33334,,,,,,,,,,,Arc,4,Off Hand,2,49,49,37,37,44,49,68,37,37,37,40,49,48.285
29273,,,,,,,,,,,Ele,1,Off Hand,2,49,49,49,58,70,70,84,49,49,58,64,64,49
29075,,,,,,,,,,,Ret,1,Shoulders,2,54,49,61,70,70,70,87,57,57,70,70,70,53.7423
32323,,,,,,,,,,,Arms,3,Back,2,67,49,55,55,67,67,78,55,55,55,56,60,66.364
32524,,,,,,,,,,,Aff,3,Back,2,65,65,60,60,81,81,96,50,50,50,65,65,64.289
32524,,,,,,,,,,,Aff,3,Back,3,65,65,60,60,81,81,96,50,50,50,65,65,64.289
28789,,,,,,,,,,,Tank,1,Trinket,2,50,50,60,68,68,68,68,60,60,68,68,68,49.7
24116,,,,,,,,,,,Owl,1,Neck,2,69,50,69,69,79,79,90,55,55,62,62,67,68.8
24116,,,,,,,,,,,Owl,1,Neck,2,69,50,69,69,79,79,90,55,55,62,62,67,68.8
32260,,,,,,,,,,,Arms,3,Neck,2,72,50,59,59,72,72,80,44,44,54,64,64,71.844
32270,,,,,,,,,,,Owl,3,Wrist,2,73,50,59,59,73,73,89,59,59,59,69,69,72.4
32574,,,,,,,,,,,Ret,3,Wrist,2,51,51,44,46,51,51,87,44,44,44,51,51,50.3152
29272,,,,,,,,,,,Shad,1,Off Hand,2,51,51,51,51,62,62,73,51,51,51,51,56,51
29272,,,,,,,,,,,Shad,1,Off Hand,2,51,51,51,51,62,62,73,51,51,51,51,56,51
30894,,,,,,,,,,,Arc,3,Feet,2,55,51,50,53,65,67,94,50,50,53,65,67,54.976
30057,,,,,,,,,,,Arms,2,Wrist,2,69,51,63,69,71,71,107,63,63,63,63,63,68.64
30057,,,,,,,,,,,Arms,2,Wrist,2,69,51,63,69,71,71,107,63,63,63,63,63,68.64
34189,,,,,,,,,,,Ret,5,Ring,2,52,52,44,44,45,45,57,44,44,44,45,45,51.0964
30049,,,,,,,,,,,Aff,2,Off Hand,2,52,52,57,57,82,82,82,48,48,52,57,59,51.145
28753,,,,,,,,,,,Ele,1,Ring,2,52,52,63,63,82,82,99,63,63,63,82,82,51.17
29918,,,,,,,,,,,Aff,2,Wrist,2,52,52,55,55,73,73,91,55,55,55,70,70,51.369
28797,,,,,,,,,,,Ele,1,Back,2,52,52,56,56,69,69,100,56,56,56,69,69,51.74
28797,,,,,,,,,,,Ele,1,Back,2,52,52,56,56,69,69,100,56,56,56,69,69,51.74
28828,,,,,,,,,,,Ret,1,Waist,2,52,52,57,91,91,91,124,57,57,91,91,91,51.7506
28649,,,,,,,,,,,Prot,1,Ring,2,64,52,67,72,91,91,122,59,59,68,85,85,63.378
24121,,,,,,,,,,,Aff,1,Neck,2,53,53,71,71,80,80,100,53,53,58,60,68,52.25516
33588,,,,,,,,,,,Arc,4,Wrist,2,53,53,36,37,60,60,74,36,36,37,60,60,52.611
33591,,,,,,,,,,,Arc,4,Back,2,53,53,37,38,60,60,79,37,37,38,60,60,52.709
35317,,,,,,,,,,,Shad,3,Neck,2,53,53,51,51,62,62,84,51,51,51,53,62,52.992
30038,,,,,,,,,,,Arc,2,Waist,2,59,53,59,59,78,78,97,59,59,59,78,78,58.26
28799,,,,,,,,,,,Arc,1,Waist,2,54,54,59,59,78,78,97,59,59,59,78,78,53.075
30735,,,,,,,,,,,Owl,1,Back,2,54,54,60,60,64,64,90,54,54,54,64,64,53.1
30735,,,,,,,,,,,Owl,1,Back,2,54,54,60,60,64,64,90,54,54,54,64,64,53.1
30022,,,,,,,,,,,Arms,2,Neck,2,54,54,59,59,72,72,80,44,44,54,64,64,53.16
25686,,,,,,,,,,,Fury,1,Feet,2,70,54,70,77,99,99,140,67,67,75,94,94,69.76
29523,,,,,,,,,,,Ele,1,Wrist,2,55,55,59,59,74,74,91,59,59,59,74,74,54.09
28516,,,,,,,,,,,Tank,1,Neck,2,55,55,59,70,70,70,73,59,59,70,70,70,54.1
30104,,,,,,,,,,,Ret,2,Feet,2,55,55,51,55,67,67,112,51,51,55,66,66,54.1529
30109,,,,,,,,,,,Ele,2,Ring,2,55,55,63,63,82,82,99,63,63,63,82,82,54.16
30022,,,,,,,,,,,Fury,2,Neck,2,55,55,60,60,74,74,102,47,47,55,69,69,54.18
28378,,,,,,,,,,,Tank,1,Back,2,55,55,56,64,64,67,84,56,56,64,64,65,54.3
24121,,,,,,,,,,,Owl,1,Neck,2,55,55,69,69,79,79,90,55,55,62,62,67,54.668
24259,,,,,,,,,,,Arms,1,Back,2,55,55,55,55,67,67,78,55,55,55,56,60,54.794
24259,,,,,,,,,,,Arms,1,Back,2,55,55,55,55,67,67,78,55,55,55,56,60,54.794
24116,,,,,,,,,,,Ele,1,Neck,2,60,55,61,65,70,72,99,61,61,65,65,72,59.72
32590,,,,,,,,,,,Shad,3,Back,2,68,55,47,47,68,68,88,47,47,47,57,57,67.9616
28545,,,,,,,,,,,Arms,1,Feet,2,69,55,70,76,98,98,121,67,67,73,91,91,68.471
28766,,,,,,,,,,,Aff,1,Back,1,60,34,60,60,81,81,96,50,50,50,65,65,59.959
33122,,,,,,,,,,,Arms,3,Back,2,56,56,55,55,67,67,78,55,55,55,56,60,55.08
30079,,,,,,,,,,,Arc,2,Shoulders,2,56,56,54,63,80,80,99,54,54,63,80,80,55.125
28824,,,,,,,,,,,Ret,1,Hands,2,56,56,58,66,68,68,90,58,58,66,68,68,55.1626
28780,,,,,,,,,,,Arc,1,Hands,2,56,56,57,57,66,66,103,57,57,57,61,61,55.965
28529,,,,,,,,,,,Prot,1,Back,2,67,56,68,68,75,81,104,68,68,68,68,70,66.202
28529,,,,,,,,,,,Prot,1,Back,2,67,56,68,68,75,81,104,68,68,68,68,70,66.202
21847,,,,,,,,,,,Arc,1,Hands,2,57,57,57,57,66,66,103,57,57,57,61,61,56.041
32524,,,,,,,,,,,Shad,3,Back,2,57,57,47,47,68,68,88,47,47,47,57,57,56.426
32524,,,,,,,,,,,Shad,3,Back,2,57,57,47,47,68,68,88,47,47,47,57,57,56.426
29987,,,,,,,,,,,Arc,2,Hands,2,57,57,57,57,66,66,103,57,57,57,61,61,56.696
29060,,,,,,,,,,,Shad,1,Shoulders,2,57,57,75,75,85,85,113,75,75,75,85,85,56.716
24259,,,,,,,,,,,Fury,1,Back,2,57,57,58,58,68,68,99,58,58,58,58,65,56.8
24259,,,,,,,,,,,Fury,1,Back,2,57,57,58,58,68,68,99,58,58,58,58,65,56.8
30740,,,,,,,,,,,Ret,1,Shoulders,2,61,57,61,70,70,70,87,57,57,70,70,70,60.6789
32323,,,,,,,,,,,Fury,3,Back,2,68,57,58,58,68,68,99,58,58,58,58,65,67.4
30099,,,,,,,,,,,Prot,2,Neck,2,69,57,59,69,72,96,103,56,56,61,69,81,68.742
32247,,,,,,,,,,,Aff,3,Ring,2,85,57,56,56,85,96,102,46,46,49,78,78,84.289
30644,,,,,,,,,,,Ret,1,Hands,2,58,58,58,66,68,68,90,58,58,66,68,68,57.0413
28411,,,,,,,,,,,Dest,1,Wrist,2,58,58,70,70,91,91,116,70,70,70,91,91,57.147
30729,,,,,,,,,,,Fury,1,Back,2,58,58,58,58,68,68,99,58,58,58,58,65,57.3
34177,,,,,,,,,,,Ret,5,Neck,2,58,58,36,38,45,45,59,34,34,38,39,39,57.4197
29523,,,,,,,,,,,Owl,1,Wrist,2,58,58,59,59,73,73,89,59,59,59,69,69,57.44
29523,,,,,,,,,,,Owl,1,Wrist,2,58,58,59,59,73,73,89,59,59,59,69,69,57.44
33466,,,,,,,,,,,Arc,4,Neck,2,58,58,41,42,50,68,73,41,41,42,50,68,57.538
32528,,,,,,,,,,,Arc,3,Ring,2,58,58,37,38,66,66,72,37,37,38,66,66,57.569
30015,,,,,,,,,,,Aff,2,Neck,2,58,58,71,71,80,80,100,53,53,58,60,68,57.6
29918,,,,,,,,,,,Ele,2,Wrist,2,58,58,59,59,74,74,91,59,59,59,74,74,57.71
30863,,,,,,,,,,,Arms,3,Wrist,2,71,58,63,69,71,71,107,63,63,63,63,63,70.281
24554,,,,,,,,,,,Aff,1,Shoulders,2,76,58,85,97,112,112,131,75,75,79,95,95,75.282
29278,,,,,,,,,,,Tank,1,Ring,2,59,59,61,63,71,71,89,61,61,63,71,71,58.15
33065,,,,,,,,,,,Tank,2,Neck,2,59,59,59,70,70,70,73,59,59,70,70,70,58.5
33586,,,,,,,,,,,Arc,4,Hands,2,59,59,57,57,66,66,103,57,57,57,61,61,58.505
30684,,,,,,,,,,,Shad,1,Wrist,2,59,59,59,59,64,64,75,59,59,59,64,64,59
30684,,,,,,,,,,,Shad,1,Wrist,2,59,59,59,59,64,64,75,59,59,59,64,64,59
32362,,,,,,,,,,,Prot,3,Neck,2,72,59,59,69,72,96,103,56,56,61,69,81,71.916
30725,,,,,,,,,,,Shad,1,Hands,2,74,59,74,74,75,75,130,66,66,66,66,70,73.8715
30725,,,,,,,,,,,Shad,1,Hands,2,74,59,74,74,75,75,130,66,66,66,66,70,73.8715
30037,,,,,,,,,,,Aff,2,Feet,2,86,59,79,88,88,88,150,79,79,79,88,88,85.077
32361,,,,,,,,,,,Dest,3,Off Hand,2,96,59,71,71,101,101,103,71,71,71,74,77,95.911
32361,,,,,,,,,,,Dest,3,Off Hand,2,96,59,71,71,101,101,103,71,71,71,74,77,95.911
32524,,,,,,,,,,,Arc,3,Back,2,60,60,37,38,60,60,79,37,37,38,60,60,59.453
33484,,,,,,,,,,,Arms,4,Back,2,60,60,55,55,67,67,78,55,55,55,56,60,59.579
32586,,,,,,,,,,,Arc,3,Wrist,2,60,60,36,37,60,60,74,36,36,37,60,60,59.674
30032,,,,,,,,,,,Ret,2,Waist,2,64,60,57,91,91,91,124,57,57,91,91,91,63.6559
32247,,,,,,,,,,,Owl,3,Ring,2,83,60,61,61,83,87,92,61,61,61,73,73,82.2
32361,,,,,,,,,,,Fire,3,Off Hand,2,96,60,76,76,105,105,105,76,76,76,79,79,95.3
32361,,,,,,,,,,,Fire,3,Off Hand,2,96,60,76,76,105,105,105,76,76,76,79,79,95.3
32361,,,,,,,,,,,Fire,3,Off Hand,2,96,60,76,76,105,105,105,76,76,76,79,79,95.3
27796,,,,,,,,,,,Owl,1,Shoulders,2,61,61,78,99,113,113,125,78,78,82,101,101,60.06
30870,,,,,,,,,,,Ele,3,Wrist,2,61,61,59,59,74,74,91,59,59,59,74,74,60.4
33066,,,,,,,,,,,Prot,2,Neck,2,61,61,59,69,72,96,103,56,56,61,69,81,60.7
24121,,,,,,,,,,,Ele,1,Neck,2,61,61,61,65,70,72,99,61,61,65,65,72,60.8924
33497,,,,,,,,,,,Arc,4,Ring,2,65,61,37,38,66,66,72,37,37,38,66,66,64.482
32345,,,,,,,,,,,Ret,3,Feet,2,67,61,51,55,67,67,112,51,51,55,66,66,66.2386
32483,,,,,,,,,,,Arc,3,Trinket,2,67,61,62,62,67,67,85,62,62,62,62,62,66.373
28507,,,,,,,,,,,Shad,1,Hands,2,72,61,74,74,75,75,130,66,66,66,66,70,71.1328
28507,,,,,,,,,,,Shad,1,Hands,2,72,61,74,74,75,75,130,66,66,66,66,70,71.1328
30872,,,,,,,,,,,Owl,3,Off Hand,2,81,61,56,56,81,81,81,49,49,55,61,61,80.76
