ItemID,Spec,GamePhase,ItemPhase,Slot,Rank,FEPV,FHCEVP,P1max,P2max,P3max,P4max,P5max,P1maxHC,P2maxHC,P3maxHC,P4maxHC,P5maxHC,EPV
28338,Arc,1,1,Legs,10,54,54,76,78,95,98,131,72,72,78,90,98,53.173
28338,Shad,2,1,Legs,10,67,67,106,106,120,120,154,92,92,95,106,106,66.736
28338,Dest,1,1,Legs,10,94,94,161,161,183,183,221,133,133,133,155,155,93.546
28338,Aff,2,1,Legs,11,72,72,133,133,147,147,173,107,107,107,121,121,71.63
28338,Fire,1,1,Legs,11,94,94,167,167,189,189,219,140,140,140,162,162,93.49
28338,Arc,2,1,Legs,13,54,54,76,78,95,98,131,72,72,78,90,98,53.173
28338,Shad,3,1,Legs,13,67,67,106,106,120,120,154,92,92,95,106,106,66.736
28338,Owl,1,1,Legs,13,76,76,131,131,158,158,168,110,110,112,136,136,75.64
28338,Dest,2,1,Legs,13,94,94,161,161,183,183,221,133,133,133,155,155,93.546
28338,Shad,4,1,Legs,14,67,67,106,106,120,120,154,92,92,95,106,106,66.736
28338,Fire,2,1,Legs,14,94,94,167,167,189,189,219,140,140,140,162,162,93.49
28338,Aff,3,1,Legs,15,72,72,133,133,147,147,173,107,107,107,121,121,71.63
28338,Owl,2,1,Legs,15,76,76,131,131,158,158,168,110,110,112,136,136,75.64
28339,Arms,1,1,Feet,9,56,56,70,76,98,98,121,67,67,73,91,91,55.66
28339,Fury,1,1,Feet,9,58,58,70,77,99,99,140,67,67,75,94,94,57.58
28339,Rog,1,1,Feet,9,123,123,189,189,222,227,309,157,157,157,222,222,122.24
28339,Ret,1,1,Feet,11,39,39,51,55,67,67,112,51,51,55,66,66,38.3822
28339,Cat,1,1,Feet,11,156,156,258,258,292,302,302,238,238,238,292,292,155.03
28339,Enh,1,1,Feet,12,101,101,141,153,186,186,277,135,135,145,178,178,100.651
28339,Rog,2,1,Feet,13,123,123,189,189,222,227,309,157,157,157,222,222,122.24
28339,Cat,2,1,Feet,15,156,156,258,258,292,302,302,238,238,238,292,292,155.03
28339,Bear,1,1,Feet,15,333,333,475,560,603,603,795,475,475,519,603,603,332.0127
28341,Dest,1,1,Two Hand,8,209,184,315,359,437,437,502,283,283,348,437,437,208.053
28341,Dest,2,1,Two Hand,10,209,184,315,359,437,437,502,283,283,348,437,437,208.053
28341,Dest,3,1,Two Hand,14,209,184,315,359,437,437,502,283,283,348,437,437,208.053
28341,Dest,4,1,Two Hand,15,209,184,315,359,437,437,502,283,283,348,437,437,208.053
28341,Arc,1,1,Two Hand,7,105,101,151,183,243,243,243,146,146,183,243,243,104.235
28341,Aff,1,1,Two Hand,8,162,139,247,281,338,338,402,217,217,265,338,338,161.961
28341,Fire,1,1,Two Hand,8,216,192,325,371,435,435,515,294,294,362,435,435,215.146
28341,Arc,2,1,Two Hand,9,105,101,151,183,243,243,243,146,146,183,243,243,104.235
28341,Shad,1,1,Two Hand,9,141,129,224,254,324,324,353,208,208,249,324,324,140.3302
28341,Ele,1,1,Two Hand,9,158,153,245,291,367,367,367,238,238,291,367,367,157.74
28341,Aff,2,1,Two Hand,10,162,139,247,281,338,338,402,217,217,265,338,338,161.961
28341,Owl,1,1,Two Hand,10,171,152,260,295,343,343,412,234,234,287,343,343,170.24
28341,Fire,2,1,Two Hand,10,216,192,325,371,435,435,515,294,294,362,435,435,215.146
28341,Shad,2,1,Two Hand,11,141,129,224,254,324,324,353,208,208,249,324,324,140.3302
28341,Ele,2,1,Two Hand,11,158,153,245,291,367,367,367,238,238,291,367,367,157.74
28341,Arc,3,1,Two Hand,12,105,101,151,183,243,243,243,146,146,183,243,243,104.235
28341,Owl,2,1,Two Hand,12,171,152,260,295,343,343,412,234,234,287,343,343,170.24
28341,Arc,4,1,Two Hand,13,105,101,151,183,243,243,243,146,146,183,243,243,104.235
28341,Fire,3,1,Two Hand,13,216,192,325,371,435,435,515,294,294,362,435,435,215.146
28341,Aff,3,1,Two Hand,14,162,139,247,281,338,338,402,217,217,265,338,338,161.961
28341,Fire,4,1,Two Hand,14,216,192,325,371,435,435,515,294,294,362,435,435,215.146
28341,Shad,3,1,Two Hand,15,141,129,224,254,324,324,353,208,208,249,324,324,140.3302
28341,Aff,4,1,Two Hand,15,162,139,247,281,338,338,402,217,217,265,338,338,161.961
28341,Ele,3,1,Two Hand,15,158,153,245,291,367,367,367,238,238,291,367,367,157.74
28341,Shad,,1,Two Hand,-,141,129,224,254,324,324,353,208,208,249,324,324,140.3302
28341,Owl,,1,Two Hand,-,171,152,260,295,343,343,412,234,234,287,343,343,170.24
28342,Shad,1,1,Chest,5,77,68,99,122,122,122,157,98,98,101,104,104,76.9664
28342,Aff,1,1,Chest,6,90,73,106,156,156,156,185,97,97,117,117,117,89.853
28342,Fire,1,1,Chest,6,113,95,152,198,198,198,231,152,152,157,162,162,112.7
28342,Owl,1,1,Chest,7,92,77,122,155,158,158,176,120,120,123,138,138,91.04
28342,Dest,1,1,Chest,7,113,95,144,192,192,192,233,144,144,150,150,150,112.873
28342,Arc,1,1,Chest,8,57,54,75,88,98,98,137,75,75,85,95,95,56.658
28342,Shad,2,1,Chest,8,77,68,99,122,122,122,157,98,98,101,104,104,76.9664
28342,Aff,2,1,Chest,10,90,73,106,156,156,156,185,97,97,117,117,117,89.853
28342,Fire,2,1,Chest,10,113,95,152,198,198,198,231,152,152,157,162,162,112.7
28342,Ele,1,1,Chest,11,69,65,92,123,126,126,197,92,92,114,121,124,68.88
28342,Owl,2,1,Chest,11,92,77,122,155,158,158,176,120,120,123,138,138,91.04
28342,Dest,2,1,Chest,11,113,95,144,192,192,192,233,144,144,150,150,150,112.873
28342,Arc,2,1,Chest,12,57,54,75,88,98,98,137,75,75,85,95,95,56.658
28342,Shad,3,1,Chest,12,77,68,99,122,122,122,157,98,98,101,104,104,76.9664
28342,Shad,4,1,Chest,14,77,68,99,122,122,122,157,98,98,101,104,104,76.9664
28342,Fire,3,1,Chest,14,113,95,152,198,198,198,231,152,152,157,162,162,112.7
28342,Ele,2,1,Chest,15,69,65,92,123,126,126,197,92,92,114,121,124,68.88
28342,Aff,3,1,Chest,15,90,73,106,156,156,156,185,97,97,117,117,117,89.853
28342,Owl,3,1,Chest,15,92,77,122,155,158,158,176,120,120,123,138,138,91.04
28343,SV,1,1,Neck,5,166,166,178,211,211,211,255,178,178,211,211,211,165.46
28343,SV,2,1,Neck,6,166,166,178,211,211,211,255,178,178,211,211,211,165.46
28343,SV,4,1,Neck,7,166,166,178,211,211,211,255,178,178,211,211,211,165.46
28343,SV,5,1,Neck,9,166,166,178,211,211,211,255,178,178,211,211,211,165.46
28343,Bear,1,1,Neck,9,172,172,230,248,248,334,379,222,222,248,248,268,171.7639
28343,BM,1,1,Neck,10,84,84,115,126,146,146,165,90,90,126,126,126,83.3
28343,Cat,1,1,Neck,11,121,121,174,174,204,204,204,147,147,165,172,172,121
28343,BM,2,1,Neck,13,84,84,115,126,146,146,165,90,90,126,126,126,83.3
28343,Cat,2,1,Neck,13,121,121,174,174,204,204,204,147,147,165,172,172,121
28343,Rog,1,1,Neck,14,88,88,141,141,171,171,200,96,96,130,130,130,87.46
28343,Bear,2,1,Neck,14,172,172,230,248,248,334,379,222,222,248,248,268,171.7639
28344,SV,1,1,Shoulders,14,181,181,238,293,318,318,420,238,238,293,318,318,180.25
28345,Rog,1,1,Off Hand,13,78,647,122,151,227,227,244,840,840,891,967,967,77.16
28345,Rog,2,1,Off Hand,21,78,67,122,151,227,227,244,840,840,891,967,967,77.16
28347,SV,1,1,Legs,10,244,223,395,395,424,424,566,371,371,388,424,424,243.72
28347,Cat,1,1,Legs,11,213,192,371,371,385,385,581,329,329,338,360,360,212.8
28347,Rog,1,1,Legs,12,161,127,277,277,300,300,443,208,208,261,300,300,160.88
28347,Cat,2,1,Legs,13,213,192,371,371,385,385,581,329,329,338,360,360,212.8
28347,Bear,1,1,Legs,13,461,420,651,811,906,906,1028,651,651,757,826,826,460.8362
28347,SV,2,1,Legs,14,244,223,395,395,424,424,566,371,371,388,424,424,243.72
28347,BM,1,1,Legs,15,143,122,221,242,262,262,369,197,197,242,262,262,142.6
28347,Rog,2,1,Legs,15,161,127,277,277,300,300,443,208,208,261,300,300,160.88
28348,Tree,1,1,Head,7,113,113,173,190,190,220,220,172,172,190,190,208,112.4
28348,Heal,1,1,Head,7,122,122,194,213,213,273,273,188,188,213,213,225,121.2
28348,Resto,1,1,Head,11,114,114,193,213,213,295,295,187,187,213,213,230,113.62
28348,Tree,2,1,Head,12,113,113,173,190,190,220,220,172,172,190,190,208,112.4
28348,Heal,2,1,Head,15,122,122,194,213,213,273,273,188,188,213,213,225,121.2
28349,Ele,1,1,Head,15,88,88,117,137,160,160,201,117,117,132,153,153,87.8
28350,Ret,1,1,Head,8,72,72,86,103,126,126,140,86,86,100,120,120,71.3352
28350,Ret,2,1,Head,11,72,72,86,103,126,126,140,86,86,100,120,120,71.3352
28350,Fury,1,1,Head,15,93,93,130,149,183,183,215,121,121,139,169,169,92.52
28358,Tank,1,1,Off Hand,2,341,341,361,382,435,435,464,359,359,382,435,435,340.55
28358,Prot,1,1,Off Hand,2,364,364,395,402,462,462,500,385,385,402,462,462,363.314
28358,Tank,2,1,Off Hand,5,341,341,361,382,435,435,464,359,359,382,435,435,340.55
28358,Prot,2,1,Off Hand,5,364,364,395,402,462,462,500,385,385,402,462,462,363.314
28358,Tank,3,1,Off Hand,11,341,341,361,382,435,435,464,359,359,382,435,435,340.55
28358,Prot,3,1,Off Hand,11,364,364,395,402,462,462,500,385,385,402,462,462,363.314
28370,Holy,1,1,Trinket,2,140,140,175,175,175,175,175,175,175,175,175,175,139.04
28370,Holy,2,1,Trinket,3,140,140,175,175,175,175,175,175,175,175,175,175,139.04
28370,Holy,4,2,Trinket,4,140,140,175,175,175,175,175,175,175,175,175,175,139.04
28370,Holy,4,3,Trinket,4,140,140,175,175,175,175,175,175,175,175,175,175,139.04
28370,Holy,5,4,Trinket,5,140,140,175,175,175,175,175,175,175,175,175,175,139.04
28370,Resto,2,1,Trinket,14,57,57,134,143,143,143,143,134,134,143,143,143,57
28371,Arms,1,1,Back,6,39,39,55,55,67,67,78,55,55,55,56,60,38.32
28371,Fury,1,1,Back,6,40,40,58,58,68,68,99,58,58,58,58,65,39.66
28371,Ret,1,1,Back,7,27,27,38,38,42,46,70,38,38,38,39,46,26.6311
28371,Arms,2,1,Back,8,39,39,55,55,67,67,78,55,55,55,56,60,38.32
28371,Fury,2,1,Back,8,40,40,58,58,68,68,99,58,58,58,58,65,39.66
28371,Ret,2,1,Back,9,27,27,38,38,42,46,70,38,38,38,39,46,26.6311
28371,Arms,3,1,Back,10,39,39,55,55,67,67,78,55,55,55,56,60,38.32
28371,Fury,3,1,Back,11,40,40,58,58,68,68,99,58,58,58,58,65,39.66
28371,Arms,4,1,Back,12,39,39,55,55,67,67,78,55,55,55,56,60,38.32
28371,Ret,3,1,Back,13,27,27,38,38,42,46,70,38,38,38,39,46,26.6311
28371,Arms,5,1,Back,13,39,39,55,55,67,67,78,55,55,55,56,60,38.32
28371,Fury,4,1,Back,13,40,40,58,58,68,68,99,58,58,58,58,65,39.66
28371,Enh,1,1,Back,13,74,74,105,109,137,137,184,105,105,109,109,122,73.069
28371,Ret,4,1,Back,15,27,27,38,38,42,46,70,38,38,38,39,46,26.6311
28371,Enh,2,1,Back,15,74,74,105,109,137,137,184,105,105,109,109,122,73.069
28373,Holy,1,1,Back,4,102,102,154,154,154,154,154,111,111,150,150,150,101.554
28373,Holy,2,1,Back,5,102,102,154,154,154,154,154,111,111,150,150,150,101.554
28373,Holy,3,2,Back,8,102,102,154,154,154,154,154,111,111,150,150,150,101.554
28373,Tree,1,1,Back,9,53,53,91,91,91,91,91,71,71,91,91,91,52.2
28373,Holy,4,3,Back,9,102,102,154,154,154,154,154,111,111,150,150,150,101.554
28373,Tree,2,1,Back,10,53,53,91,91,91,91,91,71,71,91,91,91,52.2
28373,Holy,5,4,Back,10,102,102,154,154,154,154,154,111,111,150,150,150,101.554
28373,Heal,1,1,Back,14,50,50,89,131,131,131,131,75,75,131,131,131,50
28373,Resto,1,1,Back,14,51,51,90,144,144,144,144,79,79,144,144,144,50.32
28373,Heal,2,1,Back,15,50,50,89,131,131,131,131,75,75,131,131,131,50
28373,Resto,2,1,Back,15,51,51,90,144,144,144,144,79,79,144,144,144,50.32
28374,Arc,1,1,Shoulders,11,37,37,54,63,80,80,99,54,54,63,80,80,36.21
28374,Arc,2,1,Shoulders,15,37,37,54,63,80,80,99,54,54,63,80,80,36.21
28377,Fury,1,1,Back,11,37,37,58,58,68,68,99,58,58,58,58,65,36.29
28377,Arms,1,1,Back,13,35,35,55,55,67,67,78,55,55,55,56,60,34.751
28377,Fury,2,1,Back,13,37,37,58,58,68,68,99,58,58,58,58,65,36.29
28377,Arms,2,1,Back,15,35,35,55,55,67,67,78,55,55,55,56,60,34.751
28377,Prot,1,1,Back,15,49,49,68,68,75,81,104,68,68,68,68,70,48.923
28377,BM,1,1,Back,15,68,68,109,126,135,135,192,107,107,126,126,128,67.45
28377,Rog,1,1,Back,15,72,72,129,130,156,156,228,117,117,130,130,148,71.44
28378,Tank,1,1,Back,2,55,55,56,64,64,67,84,56,56,64,64,65,54.3
28378,Tank,2,1,Back,4,55,55,56,64,64,67,84,56,56,64,64,65,54.3
28378,Tank,3,1,Back,5,55,55,56,64,64,67,84,56,56,64,64,65,54.3
28378,Tank,4,1,Back,8,55,55,56,64,64,67,84,56,56,64,64,65,54.3
28378,Tank,5,1,Back,12,55,55,56,64,64,67,84,56,56,64,64,65,54.3
28379,Tank,1,1,Back,3,55,55,56,64,64,67,84,56,56,64,64,65,54.3
28379,Tank,2,1,Back,5,55,55,56,64,64,67,84,56,56,64,64,65,54.3
28379,Tank,3,1,Back,6,55,55,56,64,64,67,84,56,56,64,64,65,54.3
28379,Tank,4,1,Back,9,55,55,56,64,64,67,84,56,56,64,64,65,54.3
28379,Tank,5,1,Back,13,55,55,56,64,64,67,84,56,56,64,64,65,54.3
28380,Fury,1,1,Back,12,37,37,58,58,68,68,99,58,58,58,58,65,36.29
28380,Arms,1,1,Back,14,35,35,55,55,67,67,78,55,55,55,56,60,34.751
28380,Fury,2,1,Back,14,37,37,58,58,68,68,99,58,58,58,58,65,36.29
28381,Prot,1,1,Wrist,3,82,82,98,99,106,107,116,98,98,98,106,107,81.647
28381,Prot,2,1,Wrist,6,82,82,98,99,106,107,116,98,98,98,106,107,81.647
28381,Ret,1,1,Wrist,8,30,30,44,46,51,51,87,44,44,44,51,51,29.8195
28381,Fury,1,1,Wrist,8,43,43,65,70,73,73,113,65,65,65,72,72,42.72
28381,Tank,1,1,Wrist,8,68,68,89,98,119,119,146,89,89,98,119,119,67.056
28381,Arms,1,1,Wrist,10,42,42,63,69,71,71,107,63,63,63,63,63,41.88
28381,Tank,2,1,Wrist,13,68,68,89,98,119,119,146,89,89,98,119,119,67.056
28381,Prot,3,1,Wrist,13,82,82,98,99,106,107,116,98,98,98,106,107,81.647
28381,Prot,4,1,Wrist,15,82,82,98,99,106,107,116,98,98,98,106,107,81.647
28383,Prot,1,1,Feet,2,115,115,125,129,172,172,180,125,125,129,160,160,114.69
28383,Prot,2,1,Feet,7,115,115,125,129,172,172,180,125,125,129,160,160,114.69
28383,Fury,1,1,Feet,11,54,54,70,77,99,99,140,67,67,75,94,94,53.46
28383,Tank,1,1,Feet,11,94,94,117,149,179,179,182,117,117,149,179,179,93.848
28383,Arms,1,1,Feet,13,52,52,70,76,98,98,121,67,67,73,91,91,51.84
28383,Ret,1,1,Feet,14,37,37,51,55,67,67,112,51,51,55,66,66,36.1395
28383,Prot,3,1,Feet,15,115,115,125,129,172,172,180,125,125,129,160,160,114.69
28385,Prot,1,1,Waist,3,107,107,126,138,168,168,205,126,126,138,168,168,106.198
28385,Tank,1,1,Waist,10,85,85,118,144,181,181,188,118,118,144,181,181,84.198
28385,Prot,2,1,Waist,10,107,107,126,138,168,168,205,126,126,138,168,168,106.198
28386,Aff,1,1,Ranged,3,27,15,33,46,46,46,57,27,27,30,30,32,26.515
28386,Aff,2,1,Ranged,4,27,15,33,46,46,46,57,27,27,30,30,32,26.515
28386,Dest,1,1,Ranged,4,34,21,40,55,55,55,72,36,36,38,38,44,33.059
28386,Fire,1,1,Ranged,4,34,22,40,58,58,58,67,39,39,42,42,45,33.03
28386,Shad,1,1,Ranged,5,20,14,25,34,35,35,53,25,25,26,26,31,19.7736
28386,Aff,3,1,Ranged,5,27,15,33,46,46,46,57,27,27,30,30,32,26.515
28386,Dest,2,1,Ranged,5,34,21,40,55,55,55,72,36,36,38,38,44,33.059
28386,Fire,2,1,Ranged,5,34,22,40,58,58,58,67,39,39,42,42,45,33.03
28386,Shad,2,1,Ranged,6,20,14,25,34,35,35,53,25,25,26,26,31,19.7736
28386,Aff,4,1,Ranged,6,27,15,33,46,46,46,57,27,27,30,30,32,26.515
28386,Dest,3,1,Ranged,6,34,21,40,55,55,55,72,36,36,38,38,44,33.059
28386,Fire,3,1,Ranged,6,34,22,40,58,58,58,67,39,39,42,42,45,33.03
28386,Arc,1,1,Ranged,7,16,14,21,21,21,26,44,21,21,21,21,26,15.253
28386,Shad,3,1,Ranged,7,20,14,25,34,35,35,53,25,25,26,26,31,19.7736
28386,Aff,5,1,Ranged,7,27,15,33,46,46,46,57,27,27,30,30,32,26.515
28386,Dest,4,1,Ranged,7,34,21,40,55,55,55,72,36,36,38,38,44,33.059
28386,Fire,4,1,Ranged,7,34,22,40,58,58,58,67,39,39,42,42,45,33.03
28386,Shad,4,1,Ranged,8,20,14,25,34,35,35,53,25,25,26,26,31,19.7736
28386,Dest,5,1,Ranged,8,34,21,40,55,55,55,72,36,36,38,38,44,33.059
28386,Fire,5,1,Ranged,8,34,22,40,58,58,58,67,39,39,42,42,45,33.03
28386,Arc,2,1,Ranged,9,16,14,21,21,21,26,44,21,21,21,21,26,15.253
28386,Arc,3,1,Ranged,11,16,14,21,21,21,26,44,21,21,21,21,26,15.253
28386,Shad,5,1,Ranged,11,20,14,25,34,35,35,53,25,25,26,26,31,19.7736
28386,Arc,4,1,Ranged,12,16,14,21,21,21,26,44,21,21,21,21,26,15.253
28386,Arc,5,1,Ranged,15,16,14,21,21,21,26,44,21,21,21,21,26,15.253
28387,Heal,1,1,Off Hand,1,49,49,80,98,98,122,122,80,80,98,98,98,48.5
28387,Holy,1,1,Off Hand,10,82,82,117,154,154,156,156,113,113,154,154,154,81.346
28387,Tree,1,1,Off Hand,11,44,44,78,90,90,90,90,78,78,90,90,90,43.4
28387,Holy,2,1,Off Hand,12,82,82,117,154,154,156,156,113,113,154,154,154,81.346
28387,Tree,2,1,Off Hand,13,44,44,78,90,90,90,90,78,78,90,90,90,43.4
28387,Resto,1,1,Off Hand,14,54,54,84,99,99,138,138,84,84,99,99,99,53.36
28387,Holy,3,2,Off Hand,14,82,82,117,154,154,156,156,113,113,154,154,154,81.346
28387,Tree,3,2,Off Hand,15,44,44,78,90,90,90,90,78,78,90,90,90,43.4
28390,Prot,1,1,Hands,10,106,106,133,142,174,174,191,133,133,142,174,174,105.429
28390,Prot,2,1,Hands,14,106,106,133,142,174,174,191,133,133,142,174,174,105.429
28390,Tank,1,1,Hands,15,88,88,131,156,175,175,187,131,131,156,175,175,87.184
28391,Ele,1,1,Chest,13,67,67,92,123,126,126,197,92,92,114,121,124,66.44
28392,Fury,1,1,Main Hand,20,1209,1199,1578,1686,1920,1920,1920,1578,1578,1686,1907,1907,1208.88
28392,Enh,1,1,One Hand,23,583,556,783,831,855,855,972,783,783,831,832,832,582.6408
28392,Rog,1,1,Main Hand,24,726,687,956,1008,1103,1103,1163,956,956,1008,1052,1052,725.64
28392,Fury,2,1,Main Hand,31,1209,1199,1578,1686,1920,1920,1920,1578,1578,1686,1907,1907,1208.88
28392,Enh,2,1,One Hand,36,583,556,783,831,855,855,972,783,783,831,832,832,582.6408
28392,Fury,3,1,Main Hand,40,1209,1199,1578,1686,1920,1920,1920,1578,1578,1686,1907,1907,1208.88
28392,Fury,4,1,Main Hand,42,1209,1199,1578,1686,1920,1920,1920,1578,1578,1686,1907,1907,1208.88
28393,Cat,1,1,Two Hand,23,512,512,1350,1498,1635,1635,1977,1313,1313,1471,1602,1602,511.59071
28393,Bear,1,1,Two Hand,23,894,894,1713,1865,2024,2024,2323,1639,1639,1811,1969,1969,893.73503
28393,Ret,1,1,Two Hand,26,237,237,322,341,361,361,409,322,322,341,361,361,236.1308
28393,Cat,2,1,Two Hand,28,512,512,1350,1498,1635,1635,1977,1313,1313,1471,1602,1602,511.59071
28393,Bear,2,1,Two Hand,28,894,894,1713,1865,2024,2024,2323,1639,1639,1811,1969,1969,893.73503
28393,Arms,1,1,Two Hand,28,910,910,1177,1288,1378,1378,1482,1177,1177,1288,1378,1378,909.02
28393,Ret,2,1,Two Hand,35,237,237,322,341,361,361,409,322,322,341,361,361,236.1308
28393,Arms,2,1,Two Hand,37,910,910,1177,1288,1378,1378,1482,1177,1177,1288,1378,1378,909.02
28393,Ret,3,1,Two Hand,43,237,237,322,341,361,361,409,322,322,341,361,361,236.1308
28393,Ret,4,1,Two Hand,45,237,237,322,341,361,361,409,322,322,341,361,361,236.1308
28393,Arms,3,1,Two Hand,45,910,910,1177,1288,1378,1378,1482,1177,1177,1288,1378,1378,909.02
28394,Ele,1,1,Ring,12,40,40,63,63,82,82,99,63,63,63,82,82,39.98
28394,Arc,1,1,Ring,13,28,28,37,38,66,66,72,37,37,38,66,66,27.743
28394,Ele,2,1,Ring,15,40,40,63,63,82,82,99,63,63,63,82,82,39.98
28396,SV,1,1,Hands,4,225,225,271,274,349,349,441,271,271,271,349,349,224.35
28396,BM,1,1,Hands,6,124,124,144,167,211,211,282,144,144,144,211,211,123.45
28396,Cat,1,1,Hands,6,203,203,235,240,240,240,409,235,235,240,240,240,202.5
28396,SV,2,1,Hands,6,225,225,271,274,349,349,441,271,271,271,349,349,224.35
28396,Cat,2,1,Hands,7,203,203,235,240,240,240,409,235,235,240,240,240,202.5
28396,BM,2,1,Hands,8,124,124,144,167,211,211,282,144,144,144,211,211,123.45
28396,Rog,1,1,Hands,8,147,147,169,209,271,271,311,169,169,187,228,228,146.47
28396,Rog,2,1,Hands,10,147,147,169,209,271,271,311,169,169,187,228,228,146.47
28396,Cat,3,1,Hands,10,203,203,235,240,240,240,409,235,235,240,240,240,202.5
28396,SV,3,1,Hands,10,225,225,271,274,349,349,441,271,271,271,349,349,224.35
28396,Bear,1,1,Hands,10,362,362,483,556,617,617,733,483,483,556,617,617,361.1744
28396,Cat,4,1,Hands,11,203,203,235,240,240,240,409,235,235,240,240,240,202.5
28396,BM,3,1,Hands,12,124,124,144,167,211,211,282,144,144,144,211,211,123.45
28396,Rog,3,1,Hands,12,147,147,169,209,271,271,311,169,169,187,228,228,146.47
28396,SV,4,1,Hands,12,225,225,271,274,349,349,441,271,271,271,349,349,224.35
28396,Ret,1,1,Hands,13,43,43,58,66,68,68,90,58,58,66,68,68,42.1083
28396,Rog,4,1,Hands,13,147,147,169,209,271,271,311,169,169,187,228,228,146.47
28396,Bear,2,1,Hands,13,362,362,483,556,617,617,733,483,483,556,617,617,361.1744
28396,BM,4,1,Hands,14,124,124,144,167,211,211,282,144,144,144,211,211,123.45
28396,Ret,2,1,Hands,15,43,43,58,66,68,68,90,58,58,66,68,68,42.1083
28397,Fury,1,1,Ranged,8,25,25,33,34,34,44,69,33,33,34,34,44,24.59
28397,Fury,2,1,Ranged,10,25,25,33,34,34,44,69,33,33,34,34,44,24.59
28397,Fury,3,1,Ranged,11,25,25,33,34,34,44,69,33,33,34,34,44,24.59
28397,Fury,4,1,Ranged,13,25,25,33,34,34,44,69,33,33,34,34,44,24.59
28397,BM,1,1,Ranged,15,540,540,698,744,758,758,1350,698,698,744,758,758,539.15
28397,SV,1,1,Ranged,17,541,541,761,787,790,790,1411,761,761,761,790,790,540.95
28397,BM,2,1,Ranged,18,540,540,698,744,758,758,1350,698,698,744,758,758,539.15
28397,SV,2,1,Ranged,20,541,541,761,787,790,790,1411,761,761,761,790,790,540.95
28397,BM,3,1,Ranged,26,540,540,698,744,758,758,1350,698,698,744,758,758,539.15
28397,BM,4,1,Ranged,28,540,540,698,744,758,758,1350,698,698,744,758,758,539.15
28397,SV,3,1,Ranged,28,541,541,761,787,790,790,1411,761,761,761,790,790,540.95
28397,SV,4,1,Ranged,30,541,541,761,787,790,790,1411,761,761,761,790,790,540.95
28397,Arms,,1,Ranged,-,23,23,31,32,32,41,62,31,31,32,32,41,22.923
28398,Tree,1,1,Waist,11,67,67,136,136,136,141,141,121,121,134,134,134,66.5
28398,Tree,2,1,Waist,15,67,67,136,136,136,141,141,121,121,134,134,134,66.5
28403,Ret,1,1,Chest,9,56,56,78,84,91,91,122,71,71,79,83,83,55.7182
28403,Arms,1,1,Chest,10,78,78,115,124,141,144,186,98,98,108,123,125,77.48
28403,Fury,1,1,Chest,11,79,79,117,126,144,150,199,102,102,113,134,138,78.78
28403,Ret,2,1,Chest,14,56,56,78,84,91,91,122,71,71,79,83,83,55.7182
28405,Shad,1,1,Wrist,7,35,35,59,59,64,64,75,59,59,59,64,64,34.868
28405,Aff,1,1,Wrist,9,38,38,55,55,73,73,91,55,55,55,70,70,37.363
28405,Shad,2,1,Wrist,10,35,35,59,59,64,64,75,59,59,59,64,64,34.868
28405,Fire,1,1,Wrist,10,49,49,72,73,90,90,111,72,72,73,84,84,48.56
28405,Dest,1,1,Wrist,10,50,50,70,70,91,91,116,70,70,70,91,91,49.149
28405,Arc,1,1,Wrist,11,28,28,36,37,60,60,74,36,36,37,60,60,27.422
28405,Aff,2,1,Wrist,12,38,38,55,55,73,73,91,55,55,55,70,70,37.363
28405,Owl,1,1,Wrist,12,40,40,59,59,73,73,89,59,59,59,69,69,39.32
28405,Fire,2,1,Wrist,13,49,49,72,73,90,90,111,72,72,73,84,84,48.56
28405,Dest,2,1,Wrist,13,50,50,70,70,91,91,116,70,70,70,91,91,49.149
28405,Arc,2,1,Wrist,14,28,28,36,37,60,60,74,36,36,37,60,60,27.422
28405,Ele,1,1,Wrist,15,36,36,59,59,74,74,91,59,59,59,74,74,35.74
28406,Arc,1,1,Feet,4,42,42,50,53,65,67,94,50,50,53,65,67,41.893
28406,Ele,1,1,Feet,4,61,61,79,79,87,87,124,79,79,79,87,87,60.16
28406,Aff,1,1,Feet,5,61,61,79,88,88,88,150,79,79,79,88,88,60.049
28406,Owl,1,1,Feet,5,62,62,79,86,99,99,107,79,79,79,99,99,61.04
28406,Dest,1,1,Feet,5,77,77,102,111,114,114,184,102,102,102,114,114,76.355
28406,Fire,1,1,Feet,5,79,79,96,112,120,120,161,96,96,96,120,120,78.862
28406,Shad,1,1,Feet,6,49,49,82,82,82,82,100,82,82,82,82,82,48.1675
28406,Arc,2,1,Feet,7,42,42,50,53,65,67,94,50,50,53,65,67,41.893
28406,Owl,2,1,Feet,7,62,62,79,86,99,99,107,79,79,79,99,99,61.04
28406,Fire,2,1,Feet,7,79,79,96,112,120,120,161,96,96,96,120,120,78.862
28406,Aff,2,1,Feet,8,61,61,79,88,88,88,150,79,79,79,88,88,60.049
28406,Ele,2,1,Feet,8,61,61,79,79,87,87,124,79,79,79,87,87,60.16
28406,Dest,2,1,Feet,8,77,77,102,111,114,114,184,102,102,102,114,114,76.355
28406,Shad,2,1,Feet,9,49,49,82,82,82,82,100,82,82,82,82,82,48.1675
28406,Aff,3,1,Feet,10,61,61,79,88,88,88,150,79,79,79,88,88,60.049
28406,Owl,3,1,Feet,10,62,62,79,86,99,99,107,79,79,79,99,99,61.04
